,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
29027,C=1C=CC=CC1N2C(C(C(N2C)C)=N)=O,5.13764810562134,CHEMBL1165011,chembl20,203.245,3,1,1.28827,True
29031,ClC1=C2N(N=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)C(=CC(=N2)C=5C=CC=CC5)C(F)(F)F,5.13775205612183,1019733,pubchem_screening,526.906,6,0,4.9318,False
29034,ClC1=C2N(N=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)C(=CC(=N2)C=5C=CC=CC5)C(F)(F)F,5.13775205612183,1019733,pubchem,526.906,6,0,4.9318,False
29235,ClC1=C2N(N=C1C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C(C(F)(F)F)=CC(=N2)C=5C=CC=CC5,5.13775205612183,CHEMBL1410415,chembl20,526.906,6,0,4.9318,False
29240,O(C1=CC2=C(C(N(CC2)C)CC=3C=CC(O)=CC3)C=C1O)C,5.13775777816772,2752274,pubchem,299.37,4,2,2.8781,True
29247,O(C1=CC2=C(C(N(CC2)C)CC=3C=CC(O)=CC3)C=C1O)C,5.13775777816772,2752274,pubchem_screening,299.37,4,2,2.8781,True
29270,C1=C(C=C2C3=C(N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)CCN(C3)C)Br,5.13788509368897,CHEMBL2018301,chembl20,414.303,4,2,4.1338,True
29271,BrC1=CC=2C3=C(N(C2C=C1)CC=4C=CC(=CC4)C(O)=NO)CCN(C3)C,5.13788509368897,50898589,pubchem,414.303,4,2,4.1338,True
29272,O=C1N(N(C(C1=NC(=O)NC=2C=CC(=CC2)CCCC)C)C)C3=CC=CC=C3,5.13799524307251,CHEMBL1556097,chembl20,378.476,3,1,4.2842,True
29276,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CCCC)=CC2)C)C)C3=CC=CC=C3,5.13799524307251,24818659,pubchem_screening,378.476,3,1,4.2842,True
29279,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CCCC)=CC2)C)C)C3=CC=CC=C3,5.13799524307251,24818659,pubchem,378.476,3,1,4.2842,True
29437,FC(F)(F)C1=NN(C(O)=C1/C=N/N2CCOCC2)C3=CC=CC=C3,5.13815498352051,CHEMBL3213242,chembl20,340.305,6,1,2.2628,True
29440,FC(F)(F)C1=NN(C(O)=C1C=NN2CCOCC2)C3=CC=CC=C3,5.13815498352051,16195244,pubchem_screening,340.305,6,1,2.2628,True
29443,FC(F)(F)C1=NN(C(O)=C1C=NN2CCOCC2)C3=CC=CC=C3,5.13815498352051,16195244,pubchem,340.305,6,1,2.2628,True
29649,FC(F)(F)C=1C=C(NC(=O)C2=NN3CCN(CCC4=CC=C(CN(CC)CC)C=C4)C(=O)C3=C2)C=CC1,5.13825273513794,44417963,pubchem,513.564,5,1,4.69450000000001,False
29650,O=C(N(CC)CC)C=1N=CN2C1C(O)=NC3=C2C=CC=C3,5.13828897476196,46903859,pubchem_screening,284.319,5,1,2.0701,True
29653,O=C(N(CC)CC)C=1N=CN2C1C(O)=NC3=C2C=CC=C3,5.13828897476196,46903859,pubchem,284.319,5,1,2.0701,True
29716,C1=C(N=C2C(=C1C(F)(F)F)C=C(N(CC(F)F)CC(F)F)C=C2)O,5.13829326629639,CHEMBL237045,chembl20,356.241,3,1,4.2958,True
29717,S1C=2N=C3N(C(=O)C2C=C1C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C=CC=C3,5.13840103149414,CHEMBL1526887,chembl20,431.477,7,0,2.7725,True
29721,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC4=C1N=C5N(C4=O)C=CC=C5,5.13840103149414,1252302,pubchem_screening,431.477,7,0,2.7725,True
29724,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC4=C1N=C5N(C4=O)C=CC=C5,5.13840103149414,1252302,pubchem,431.477,7,0,2.7725,True
29905,S(C=1N2C(=NC=3C2=CC=CC3)C(=C(CCC)C1)C#N)CC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.13850355148315,3877694,pubchem_screening,510.623,7,0,4.65348,False
29907,S(C=1N2C(=NC=3C2=CC=CC3)C(=C(CCC)C1)C#N)CC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.13850355148315,3877694,pubchem,510.623,7,0,4.65348,False
30086,S(C=1N2C(=NC=3C2=CC=CC3)C(=C(C1)CCC)C#N)CC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.13850355148315,CHEMBL1358945,chembl20,510.623,7,0,4.65348,False
30095,S(CCCCC)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13860416412354,2152931,pubchem_screening,314.414,6,1,3.8034,True
30098,S(CCCCC)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13860416412354,2152931,pubchem,314.414,6,1,3.8034,True
30328,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)CCCCC,5.13860416412354,CHEMBL1490769,chembl20,314.414,6,1,3.8034,True
30331,N1(C(=NC(=C1O)CCCN=C(N)N)O)[C@@H](C(N2CCC3(CC2)C4=C(C=CC=C4)CC3)=O)CC=5C=C6C=CC=CC6=CC5,5.13880395889282,CHEMBL307789,chembl20,566.706,6,4,3.9439,False
30332,OC=1C(=C(N(CCN(CC)CC)C1O)C2=CC=CN=C2)C(=O)C=3OC=4C(C3)=CC=CC4,5.13908624649048,661079,pubchem,419.481,7,2,4.2803,True
30333,OC=1C(=C(N(CCN(CC)CC)C1O)C2=CC=CN=C2)C(=O)C=3OC=4C(C3)=CC=CC4,5.13908624649048,661079,pubchem_screening,419.481,7,2,4.2803,True
30571,O1C(C(=O)C2=C(N(C(O)=C2O)CCN(CC)CC)C=3C=NC=CC3)=CC=4C1=CC=CC4,5.13908624649048,CHEMBL1565261,chembl20,419.481,7,2,4.2803,True
30577,OC(=NO)/C=C/C1=CC=2C(C=C1)=CC=CC2,5.1391453742981,13687209,pubchem,213.236,2,2,3.1987,True
30578,C=1(C=2C(=CN=C(C2)NCC(CN(CC)CC)O)N=CN1)NC3=CC(Br)=CC=C3,5.13923788070679,CHEMBL433520,chembl20,445.365,7,3,3.6455,True
30580,C=12C(N=C(N(C1O)CC)O)=NC(=N2)C=3C=CC=CC3,5.13935279846191,CHEMBL287129,chembl20,256.265,6,2,1.876,True
30584,S1C(C(C=2C1=NC(=NC2O)CC=3C=CC=CC3)=C)=C(O)N(CC)CC,5.1395583152771,2108029,pubchem_screening,355.463,6,2,2.3635,True
30587,S1C(C(C=2C1=NC(=NC2O)CC=3C=CC=CC3)=C)=C(O)N(CC)CC,5.1395583152771,2108029,pubchem,355.463,6,2,2.3635,True
30787,OC(=NO)[C@@H]1[C@H](NC(=O)C=2C=CC(=NC2)CN3C=4C(N=C3C)=CC=CC4)CCC1,5.139564037323,56678963,pubchem,393.447,6,3,3.03222,True
30788,O=C1N(C=NC=2N(C3=NC=4C(N=C3C21)=CC=CC4)CCCC)CCC,5.13968706130981,CHEMBL1508361,chembl20,335.411,6,0,3.5045,True
30796,O=C1N(CCC)C=NC=2N(CCCC)C3=NC=4C(N=C3C21)=CC=CC4,5.13968706130981,664389,pubchem_screening,335.411,6,0,3.5045,True
30799,O=C1N(CCC)C=NC=2N(CCCC)C3=NC=4C(N=C3C21)=CC=CC4,5.13968706130981,664389,pubchem,335.411,6,0,3.5045,True
31037,OCC[C@@H]1N(CCCC1)C(=O)/C=C/C2=C3N(N=C2C=4C=CC=CC4)C=CC=C3,5.13974761962891,6439091,pubchem,375.472,4,1,3.778,True
31038,OCC[C@H]1N(CCCC1)C(=O)/C=C/C2=C3N(N=C2C=4C=CC=CC4)C=CC=C3,5.13974761962891,10452110,pubchem,375.472,4,1,3.778,True
31039,N12C=CC=CC1=C(C(=N2)C=3C=CC=CC3)/C=C/C(N4CCCC[C@@H]4CCO)=O,5.13974761962891,CHEMBL440115,chembl20,375.472,4,1,3.778,True
31046,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C=4SC=CC4,5.13980674743652,1584565,pubchem,484.628,7,0,3.5891,True
31047,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C=4SC=CC4,5.13980674743652,1584565,pubchem_screening,484.628,7,0,3.5891,True
31050,C=1C=CC2=C(C1)C(=NN2C)C(NCC3CCN(CC3)CCCC)=O,5.13985395431519,CHEMBL2179682,chembl20,328.46,4,1,2.8152,True
31051,N1(C(=NC(=C1O)C=2C=CC=CC2)O)CC,5.13985776901245,CHEMBL1095,chembl20,204.229,4,2,1.9812,True
31053,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,3292,pubchem_screening,204.229,4,2,1.9812,True
31056,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,3292,pubchem,204.229,4,2,1.9812,True
31181,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,6604216,pubchem,204.229,4,2,1.9812,True
31192,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,6604216,pubchem_screening,204.229,4,2,1.9812,True
31215,OC=1N(C(O)=NC1C=2C=CC=CC2)CC,5.13985776901245,CHEMBL1433543,chembl20,204.229,4,2,1.9812,True
31217,N1(N(C(C)C(C1=O)=NC(=O)NC=2C=CC(=CC2)CC)C)C=3C=CC=CC3,5.13992977142334,CHEMBL378679,chembl20,350.422,3,1,3.504,True
31220,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CC)=CC2)C)C)C3=CC=CC=C3,5.13992977142334,1292869,pubchem_screening,350.422,3,1,3.504,True
31223,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CC)=CC2)C)C)C3=CC=CC=C3,5.13992977142334,1292869,pubchem,350.422,3,1,3.504,True
31426,S=C(N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)N/N=C/C=C/C3=CC=CC=C3,5.13993644714356,CHEMBL1995823,chembl20,391.5,4,1,3.2832,True
31434,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)N/N=C/C=C/C3=CC=CC=C3,5.13993644714356,9610693,pubchem_screening,391.5,4,1,3.2832,True
31437,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)N/N=C/C=C/C3=CC=CC=C3,5.13993644714356,9610693,pubchem,391.5,4,1,3.2832,True
31617,ClC1=C(C=C(CN2CC=S(O)(O)=CC2)C=C1)C(F)(F)F,5.14009666442871,1478197,pubchem_screening,327.755,3,2,3.5294,True
31620,ClC1=C(C=C(CN2CC=S(O)(O)=CC2)C=C1)C(F)(F)F,5.14009666442871,1478197,pubchem,327.755,3,2,3.5294,True
31814,ClC=1C(C(F)(F)F)=CC(CN2CC=S(O)(O)=CC2)=CC1,5.14009666442871,CHEMBL1387373,chembl20,327.755,3,2,3.5294,True
31816,OC=1N(C2=C(C1N=NC(OCC)=O)C=CC=C2)C,5.14015007019043,5861001,pubchem_screening,247.254,5,1,3.1241,True
31819,OC=1N(C2=C(C1N=NC(OCC)=O)C=CC=C2)C,5.14015007019043,5861001,pubchem,247.254,5,1,3.1241,True
32031,OC=1N(C2=C(C1N=NC(OCC)=O)C=CC=C2)C,5.14015007019043,CHEMBL1421464,chembl20,247.254,5,1,3.1241,True
32034,C1=C(C=NC(OCC2CCN(CC2)CC3=CC=C(C=C3)C#N)=C1)C(=O)/C=N/O,5.14031457901001,CHEMBL3235225,chembl20,378.432,7,1,2.88698,True
32035,S1C(CC(=O)NC=2C=CC=CC2)=C(O)N=C1N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.14032888412476,2945494,pubchem_screening,435.509,7,2,3.3845,True
32038,S1C(CC(=O)NC=2C=CC=CC2)=C(O)N=C1N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.14032888412476,2945494,pubchem,435.509,7,2,3.3845,True
32280,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=NC(O)=C1CC(=O)NC=4C=CC=CC4,5.14032888412476,CHEMBL1401505,chembl20,435.509,7,2,3.3845,True
32283,OC=1N(C(O)=C2C1C3CC2C=C3)C(C)C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.1403374671936,5307601,pubchem_screening,420.469,6,2,2.8507,True
32286,OC=1N(C(O)=C2C1C3CC2C=C3)C(C)C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.1403374671936,5307601,pubchem,420.469,6,2,2.8507,True
32531,OC=1N(C(O)=C2C1C3CC2C=C3)C(C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C,5.1403374671936,CHEMBL1309629,chembl20,420.469,6,2,2.8507,True
32536,[C@H](C(N[C@H](C(=O)N)CC1=CC=CC=C1)O)(C(C(O)=NO)=O)CC2=CC=3C=CC(=CC3C=C2)F,5.14039611816406,CHEMBL108412,chembl20,453.47,6,5,2.057,False
32538,FC1=CC2=C(C=C(C[C@H](C(=O)C(O)=NO)C(O)N[C@@H](CC3=CC=CC=C3)C(=O)N)C=C2)C=C1,5.14039611816406,44337397,pubchem,453.47,6,5,2.057,False
32539,OC=1N(CCC=2CCCCC2)C=NC=3C1N=C4C3C=CC=C4,5.14058446884155,658621,pubchem_screening,293.37,4,1,4.1322,True
32542,OC=1N(CCC=2CCCCC2)C=NC=3C1N=C4C3C=CC=C4,5.14058446884155,658621,pubchem,293.37,4,1,4.1322,True
32782,OC=1N(C=NC=2C1N=C3C2C=CC=C3)CCC4=CCCCC4,5.14058446884155,CHEMBL1364610,chembl20,293.37,4,1,4.1322,True
32794,S1C(N2N=C(N3CCC(CC3)C)C4=C2C=CC=C4)=NC(=C1)C(O)=O,5.14059400558472,59179977,pubchem,342.424,6,1,3.4165,True
32795,OC1=C(O)C=CC(=C1)/C=N/N2CCCCC2,5.14061546325684,CHEMBL3195740,chembl20,220.272,4,2,1.9176,True
32807,OC=1C=C(C=NN2CCCCC2)C=CC1O,5.14061546325684,24152145,pubchem_screening,220.272,4,2,1.9176,True
32810,OC=1C=C(C=NN2CCCCC2)C=CC1O,5.14061546325684,24152145,pubchem,220.272,4,2,1.9176,True
32961,BrC=1C=C(C=C(OCC)C1O)C=NN2C=NN=C2,5.14078426361084,5366182,pubchem_screening,311.139,6,1,2.0271,True
32964,BrC=1C=C(C=C(OCC)C1O)C=NN2C=NN=C2,5.14078426361084,5366182,pubchem,311.139,6,1,2.0271,True
33208,BrC1=C(C=C(OCC)C(O)=C1)C=NN2C=NN=C2,5.14078426361084,5771422,pubchem_screening,311.139,6,1,2.0271,True
33211,BrC1=C(C=C(OCC)C(O)=C1)C=NN2C=NN=C2,5.14078426361084,5771422,pubchem,311.139,6,1,2.0271,True
33443,BrC1=C(C=C(OCC)C(O)=C1)/C=N/N2C=NN=C2,5.14078426361084,CHEMBL3213016,chembl20,311.139,6,1,2.0271,True
33453,BrC1=C(O)C(OCC)=CC(=C1)/C=N/N2C=NN=C2,5.14078426361084,CHEMBL3214281,chembl20,311.139,6,1,2.0271,True
33463,S1C=2N=C(SC(C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C)N(C(=O)C2C=C1CC)CC,5.14104747772217,CHEMBL1518528,chembl20,497.646,8,0,3.7706,True
33466,S(C(C(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C)C=3N(C(=O)C4=C(SC(=C4)CC)N3)CC,5.14104747772217,4780966,pubchem_screening,497.646,8,0,3.7706,True
33469,S(C(C(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C)C=3N(C(=O)C4=C(SC(=C4)CC)N3)CC,5.14104747772217,4780966,pubchem,497.646,8,0,3.7706,True
33682,O=C1N(N(C(C1=N/N=C(/C(OCC)=O)\C#N)C)C)C2=CC=CC=C2,5.14111948013306,6893479,pubchem_screening,327.344,7,0,1.15218,True
33685,O=C1N(N(C(C1=N/N=C(/C(OCC)=O)\C#N)C)C)C2=CC=CC=C2,5.14111948013306,6893479,pubchem,327.344,7,0,1.15218,True
33877,O=C1N(N(C(C1=N/N=C(/C(OCC)=O)\C#N)C)C)C2=CC=CC=C2,5.14111948013306,CHEMBL3195797,chembl20,327.344,7,0,1.15218,True
33887,OC(=NO)CC1=CC=2C(C=C1)=CC=CC2,5.14123392105103,24689999,pubchem,201.225,2,2,2.728,True
33896,C(O)(CC1=CC2=CC=CC=C2C=C1)=NO,5.14123392105103,CHEMBL346935,chembl20,201.225,2,2,2.728,True
33897,C1=CC=2N=C(C=CC2C=C1CCN3CCC[C@H]3C)C=4C(=NC=CC4O)C(F)(F)F,5.14128637313843,CHEMBL1085783,chembl20,401.432,4,1,5.048,False
33900,C=1(C(NC2=NC=CS2)O)C(=NC=3C(C1O)=CC=CC3C(F)(F)F)C(=O)CC,5.14134407043457,CHEMBL287336,chembl20,397.378,7,3,4.1114,True
33901,N1=C(Cl)N=C(C=2N=CN(C21)[C@H]3[C@H](O)[C@H](O)[C@@H](C(N4CCC(CC4)CC5=CC=CC=C5)=O)O3)NC,5.14147615432739,CHEMBL485165,chembl20,486.96,9,3,1.6219,True
33902,OC=1N(C(O)=C2C1C3CC2C=C3)C(NC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)C,5.14155435562134,3238938,pubchem_screening,435.484,6,3,2.9912,True
33905,OC=1N(C(O)=C2C1C3CC2C=C3)C(NC(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)C,5.14155435562134,3238938,pubchem,435.484,6,3,2.9912,True
34151,OC=1N(C(O)=C2C1C3CC2C=C3)C(NC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5)C,5.14155435562134,CHEMBL1481168,chembl20,435.484,6,3,2.9912,True
34155,S1C(C=2N=C3N(N=C(C3=C(C2)C(F)(F)F)C)CCO)=CC=C1,5.14176607131958,3301646,pubchem_screening,327.331,5,1,3.47932,True
34158,S1C(C=2N=C3N(N=C(C3=C(C2)C(F)(F)F)C)CCO)=CC=C1,5.14176607131958,3301646,pubchem,327.331,5,1,3.47932,True
34356,S1C(C2=NC=3N(N=C(C3C(C(F)(F)F)=C2)C)CCO)=CC=C1,5.14176607131958,CHEMBL1308796,chembl20,327.331,5,1,3.47932,True
34368,S1C(C(=O)NC2=NN(C3=NC=4C(C=C32)=CC=CC4)CCCC)=CC=C1,5.14178419113159,CHEMBL1547457,chembl20,350.447,5,1,4.6984,True
34392,S1C(C(=O)NC2=NN(CCCC)C3=NC=4C(C=C32)=CC=CC4)=CC=C1,5.14178419113159,662537,pubchem_screening,350.447,5,1,4.6984,True
34395,S1C(C(=O)NC2=NN(CCCC)C3=NC=4C(C=C32)=CC=CC4)=CC=C1,5.14178419113159,662537,pubchem,350.447,5,1,4.6984,True
34608,S=1(O)(O)=CCN(CC=2C=C(OC)C(OC)=CC2)CC1,5.14185428619385,CHEMBL1706945,chembl20,285.365,5,2,1.8744,True
34611,S=1(O)(O)=CCN(CC1)CC2=CC(OC)=C(OC)C=C2,5.14185428619385,2767989,pubchem_screening,285.365,5,2,1.8744,True
34614,S=1(O)(O)=CCN(CC1)CC2=CC(OC)=C(OC)C=C2,5.14185428619385,2767989,pubchem,285.365,5,2,1.8744,True
34816,FC(F)C=1N2N=CC(=C2N=C(C1)C(F)F)C(=O)O,5.14186334609985,CHEMBL1546444,chembl20,263.15,4,1,2.3027,True
34817,FC(F)C=1N2N=CC(=C2N=C(C1)C(F)F)C(O)=O,5.14186334609985,1231735,pubchem_screening,263.15,4,1,2.3027,True
34820,FC(F)C=1N2N=CC(=C2N=C(C1)C(F)F)C(O)=O,5.14186334609985,1231735,pubchem,263.15,4,1,2.3027,True
35034,S1C(C(=O)CC=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=C1,5.1418776512146,2248058,pubchem_screening,339.42,6,0,3.52122,True
35037,S1C(C(=O)CC=NC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=C1,5.1418776512146,2248058,pubchem,339.42,6,0,3.52122,True
35277,N1(N=C(C2=C1N=CN(C2=N)CCCC)CC#N)C3=CC=CC=C3,5.14191007614136,CHEMBL1372657,chembl20,306.373,6,1,2.56765,True
35282,N1(CCCC)C(=N)C2=C(N(N=C2CC#N)C3=CC=CC=C3)N=C1,5.14191007614136,230942,pubchem_screening,306.373,6,1,2.56765,True
35285,N1(CCCC)C(=N)C2=C(N(N=C2CC#N)C3=CC=CC=C3)N=C1,5.14191007614136,230942,pubchem,306.373,6,1,2.56765,True
35388,OC1=NC(=NC2=C1C=CC=C2)CN3CCN(C(=O)C(CC)CC)CC3,5.14195251464844,CHEMBL1577846,chembl20,342.443,5,1,2.4158,True
35392,O=C(N1CCN(CC1)CC2=NC3=C(C(O)=N2)C=CC=C3)C(CC)CC,5.14195251464844,1454256,pubchem_screening,342.443,5,1,2.4158,True
35395,O=C(N1CCN(CC1)CC2=NC3=C(C(O)=N2)C=CC=C3)C(CC)CC,5.14195251464844,1454256,pubchem,342.443,5,1,2.4158,True
35594,C1=2N(N=CC1=C(NC)N=C(N2)SC(C(=O)N)CCCC)C=3C=CC=CC3,5.14198684692383,CHEMBL60962,chembl20,370.482,7,2,2.9934,True
35595,S(C(CCCC)C(=O)N)C=1N=C2N(N=CC2=C(N1)NC)C3=CC=CC=C3,5.14198684692383,10248600,pubchem,370.482,7,2,2.9934,True
35596,FC(F)(F)C1=NC=2N(N=C(C2C(O)=C1)C)C3=CC=CC=C3,5.14199066162109,CHEMBL1494526,chembl20,293.248,4,1,3.45332,True
35608,FC(F)(F)C1=C2C(N(N=C2C)C3=CC=CC=C3)=NC(O)=C1,5.14199066162109,2162595,pubchem_screening,293.248,4,1,3.45332,True
35611,FC(F)(F)C1=C2C(N(N=C2C)C3=CC=CC=C3)=NC(O)=C1,5.14199066162109,2162595,pubchem,293.248,4,1,3.45332,True
35761,FC(F)(F)C=1N=C2N(N=C(C2=C(O)C1)C)C3=CC=CC=C3,5.14199066162109,626181,pubchem_screening,293.248,4,1,3.45332,True
35764,FC(F)(F)C=1N=C2N(N=C(C2=C(O)C1)C)C3=CC=CC=C3,5.14199066162109,626181,pubchem,293.248,4,1,3.45332,True
35999,FC(F)(F)C=1C2=C(N(N=C2C)C3=CC=CC=C3)N=C(O)C1,5.14199066162109,CHEMBL1598131,chembl20,293.248,4,1,3.45332,True
36009,OC1=NC(N2CCCCC2)=NC=3CN(CCC31)CC4=CC(OC)=C(O)C=C4,5.14204025268555,16669145,pubchem_screening,370.453,7,2,2.445,True
36010,S1CC2=C(N3CCC(CC3)CC(=O)O)N=C(N=C2C1)C4=CC=CC=C4,5.14205884933472,71624843,pubchem,355.463,5,1,3.5815,True
36011,FC(F)(F)C=1OC(=NC1C(=O)NC=2C=C3C(N(N=C3O)CCC)=CC2)C=4C=CC=CC4,5.14224910736084,25196306,pubchem,430.386,6,2,5.078,False
36012,S1C(C(=O)C2=C(N(CCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14231252670288,661807,pubchem_screening,385.489,7,2,3.5956,True
36015,S1C(C(=O)C2=C(N(CCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14231252670288,661807,pubchem,385.489,7,2,3.5956,True
36251,S1C(C(=O)C2=C(N(C(O)=C2O)CCN(CC)CC)C3=NC=CC=C3)=CC=C1,5.14231252670288,CHEMBL1463087,chembl20,385.489,7,2,3.5956,True
36258,O(C1=CC(C=NNC2=NC(=NC=3N(N=CC32)C4=CC=CC=C4)C)=CC=C1O)C,5.14248752593994,5997241,pubchem_screening,374.404,8,2,3.28412,True
36261,O(C1=CC(C=NNC2=NC(=NC=3N(N=CC32)C4=CC=CC=C4)C)=CC=C1O)C,5.14248752593994,5997241,pubchem,374.404,8,2,3.28412,True
36430,O(C1=CC(/C=N/NC=2N=C(N=C3N(N=CC32)C4=CC=CC=C4)C)=CC=C1O)C,5.14248752593994,CHEMBL1988859,chembl20,374.404,8,2,3.28412,True
36443,O=C1N(N(C(=C1N=C(C)CC#N)C)C)C2=CC=CC=C2,5.14248991012573,5364915,pubchem_screening,268.32,5,0,2.4905,True
36446,O=C1N(N(C(=C1N=C(C)CC#N)C)C)C2=CC=CC=C2,5.14248991012573,5364915,pubchem,268.32,5,0,2.4905,True
36643,O=C1N(N(C(=C1N=C(CC#N)C)C)C)C2=CC=CC=C2,5.14248991012573,CHEMBL1387590,chembl20,268.32,5,0,2.4905,True
36648,OC=1C(N=NC2=CC=C(C=C2)CC(=O)O)=C3C(=CC1C(=O)O)C=CC=C3,5.14269208908081,CHEMBL1541890,chembl20,350.33,5,3,4.2861,True
36672,O1CCN(N=CC2=C(O)C=C(N(CC)CC)C=C2)CC1,5.14278888702393,15945368,pubchem_screening,277.368,5,1,1.9045,True
36675,O1CCN(N=CC2=C(O)C=C(N(CC)CC)C=C2)CC1,5.14278888702393,15945368,pubchem,277.368,5,1,1.9045,True
36872,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N2CCOCC2,5.14278888702393,CHEMBL3192618,chembl20,277.368,5,1,1.9045,True
36886,C1=CC=C2C(=C1)C=3C(C(=N2)OCC4CCN(CC4)CCC5=CC=C(C=C5)COC)=CN(C3)C,5.14286613464356,CHEMBL2179671,chembl20,443.591,5,0,5.20640000000001,False
36888,O(CC1CCN(CC1)CCC2=CC=C(C=C2)COC)C3=NC=4C(C=5C3=CN(C5)C)=CC=CC4,5.14286613464356,67251061,pubchem,443.591,5,0,5.20640000000001,False
36889,[S+](O)(O)(N1CCN(C2=NC(=NC3=C2C=CC=C3)C=4SC=CC4)CC1)=C(C)C,5.14306688308716,CHEMBL1398115,chembl20,403.553,7,2,3.7075,True
36893,O=C1N(/N=C/C=2C=CC=CC2)C=NC=3N(N=CC31)C,5.14326000213623,9564675,pubchem_screening,253.265,6,0,1.0122,True
36896,O=C1N(/N=C/C=2C=CC=CC2)C=NC=3N(N=CC31)C,5.14326000213623,9564675,pubchem,253.265,6,0,1.0122,True
37101,O=C1N(/N=C/C=2C=CC=CC2)C=NC=3N(N=CC31)C,5.14326000213623,CHEMBL3212997,chembl20,253.265,6,0,1.0122,True
37104,S1C(C(=O)N2C(CCC2)C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=CC=C1,5.14334154129028,2998962,pubchem_screening,410.499,5,0,2.6024,True
37107,S1C(C(=O)N2C(CCC2)C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=CC=C1,5.14334154129028,2998962,pubchem,410.499,5,0,2.6024,True
37336,S1C(C(=O)N2C(C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)CCC2)=CC=C1,5.14334154129028,CHEMBL1400081,chembl20,410.499,5,0,2.6024,True
37337,C=1C(C(=O)O)=C(SC1C2=CC=CC=C2)NC(N(CC)CC)=S,5.14350461959839,CHEMBL560228,chembl20,334.466,3,2,4.1519,True
37338,O=C1N(N(C(C1=NC(=O)C=2N=NC(O)=C3C2C=CC=C3)C)C)C4=CC=CC=C4,5.14352416992188,2445309,pubchem_screening,375.388,6,1,2.1987,True
37341,O=C1N(N(C(C1=NC(=O)C=2N=NC(O)=C3C2C=CC=C3)C)C)C4=CC=CC=C4,5.14352416992188,2445309,pubchem,375.388,6,1,2.1987,True
37556,O=C1N(N(C(C1=NC(=O)C=2N=NC(O)=C3C2C=CC=C3)C)C)C4=CC=CC=C4,5.14352416992188,CHEMBL1581981,chembl20,375.388,6,1,2.1987,True
